link_id,relation_type,basis,confidence,source_kind,source_standard_id,source_criterion_id,source_criterion_code,source_criterion_title,source_resource_id,source_url,target_standard_id,target_criterion_code,target_profile_ref,target_url,evidence_excerpt,source_dataset
xref-00156,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.4.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#link-purpose-link-only,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00157,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.4.10,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#section-headings,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00158,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.4.11,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-not-obscured-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00159,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.4.12,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-not-obscured-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00160,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.4.13,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-appearance,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00161,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-gestures,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00162,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-cancellation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00163,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#label-in-name,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00164,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#motion-actuation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00165,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#target-size-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00166,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#concurrent-input-mechanisms,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00167,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#dragging-movements,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00168,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,2.5.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#target-size-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00169,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-page,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00170,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-parts,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00171,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#unusual-words,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00172,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#abbreviations,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00173,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#reading-level,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00174,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.1.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pronunciation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00175,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#on-focus,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00176,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#on-input,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00177,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-navigation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00178,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-identification,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00179,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#change-on-request,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00180,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.2.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-help,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00181,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-identification,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00182,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#labels-or-instructions,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00183,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-suggestion,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00184,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-prevention-legal-financial-data,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00185,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#help,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00186,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-prevention-all,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00187,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#redundant-entry,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00188,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#accessible-authentication-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00189,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,3.3.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#accessible-authentication-enhanced,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00190,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,4.1.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#name-role-value,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00191,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_a111,A.1.1.1,Web-Based Accessible (WCAG),,https://www.w3.org/TR/ATAG20/#sc_a111,wcag-2.2,4.1.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#status-messages,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00192,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.1.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#non-text-content,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00193,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.2.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-only-and-video-only-prerecorded,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00194,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.2.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#captions-prerecorded,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00195,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.2.3,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-description-or-media-alternative-prerecorded,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00196,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.3.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#info-and-relationships,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00197,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.3.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#meaningful-sequence,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00198,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.3.3,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#sensory-characteristics,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00199,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.4.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#use-of-color,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00200,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,1.4.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-control,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00201,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.1.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#keyboard,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00202,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.1.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#no-keyboard-trap,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00203,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.1.4,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#character-key-shortcuts,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00204,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.2.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#timing-adjustable,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00205,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.2.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pause-stop-hide,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00206,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.3.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#three-flashes-or-below-threshold,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00207,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.4.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#bypass-blocks,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00208,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.4.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#page-titled,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00209,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.4.3,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-order,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00210,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.4.4,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#link-purpose-in-context,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00211,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.5.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-gestures,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00212,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.5.2,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-cancellation,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00213,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.5.3,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#label-in-name,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00214,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,2.5.4,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#motion-actuation,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00215,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,3.1.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-page,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-00216,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b111,B.1.1.1,Content Auto-Generation After Authoring Sessions (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b111,wcag-2.2,3.2.1,wcag22-level-a-minus-4.1.1,https://www.w3.org/TR/WCAG22/#on-focus,ATAG crosswalk mapping via wcag22-level-a-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
